Video_ID,Views,Likes,Dislikes
EcKWZP3htY0,76741,1877,48
EaE1huzEfdo,72497,1245,85
EZS3nS9YLOk,211687,9299,182
EYbeps9yfaA,49128,1009,41
EXSSTPbskiw,121648,5142,83
EWSIOBbzuSE,1239330,14770,2756
EVItgluTbvQ,375333,14039,282
ETcTzlea94k,45432,453,152
ESz-lA0kWl8,284234,594,60
ESEUoa-mz2c,794627,6266,99
ERQ9wN8uXWw,494296,9309,5553
EQxqjgbPz9g,17264,563,239
EPeVUf49ME4,57386,1443,31
EONKVpCxYkQ,29277,502,26
EOI8unBh2UY,100278,2649,38
ENr41ZJ8t9w,40477,1121,27
EN_W_UU-N9s,50868,1197,7
EM6LxJkcrKg,247916,899,63
EM43DYGtVKc,115698,193,124
ELmHY-aFe08,79617,238,23
ELK9l3FDZkI,143918,3156,961
EINTw8RecjI,1070574,20351,1282
EGhEzTQlCjM,138527,2041,67
EGX86xrV4HY,909036,15753,731
EGFDJmYJnM4,8717,135,1
EFN6uHlypKQ,42105,718,48
ECF7TXJa2zU,45586,691,179
EB-L3ffRa5I,66793,544,54
E9vMaBacs1w,153441,4471,67
E6l4xrEjFY8,1163740,4002,619
E5GYw0ndxM8,33188,747,31
E2iqlA-FMaU,47604,648,43
E1qODP01XCY,509775,16911,847
E1cIgRy7hUE,573370,10730,162
E0kukTp77xE,48225,384,56
E0X0aj_3Kjs,753868,20001,156
E-wBI7Mh6H4,1731277,5756,450
DykTrznbbTk,71867,2285,92
Dy2UzcvqS3w,242459,1240,534
Dw3i3okVtmo,164897,4605,109
DvHJtez2IlY,6411873,28795,1165
DuvoeLeRw54,98254,3213,642
DtdfbinNvaM,107281,843,28
DtcOXfWwLgU,12567,181,6
DtKtR7w0JOY,117868,348,31
DrN9OLFQJ4Y,95430,1326,316
Dn49QoKGKr8,802977,12741,346
DmvaeHtmiMQ,47710,1243,21
DlasR_flTnQ,23942,176,16
DkEs8JLQMF4,29681,544,67
DjSI5EacLfY,39953,1227,18
Dh7fgX1P6Uc,145574,1430,56
DgrPpI91-XI,76605,771,168
DgJYcmHBTjc,710577,15657,161
Dg93v_90Tdw,46309,792,13
DdSjv0qrNIY,16669,143,4
DcSuK7-ICGw,1095524,17956,1936
Dc3yzYlQyVs,50661,531,84
DbmqHsYyVQ8,56765,759,25
Db_rO4RjqHE,261513,1930,216
Db9b1mQLcY0,600952,3654,216
D_8ptoiH1zw,1616,32,3
DZ9cN01ILXM,88107,1417,189
DYaq2sWTWAA,1437484,13767,205
DXxjURbHByU,89947,4497,159
DXq6TYcDtdI,125636,6453,211
DTQ6VF8aPyM,11315,167,8
DT0avi4Qy3E,260656,1500,395
DSp83eiQ-1w,942524,6861,169
DQHEAHeA7CA,472748,5893,1734
DQ0WVyon-w0,84119,2481,75
DOab6sKf100,466272,18195,615
DOCrOzKkGHc,1735894,19456,611
DO3ueSK6upU,3979,96,2
DNr2_jKVi8Q,3443,53,1
DNUBg3I_0rk,58644,879,56
DNNIxgDAW38,28370,846,19
DN5Blq1HrQU,116230,745,15
DMNjH5MlQXc,673533,4064,188
DM6k8pgYKYk,118829,3109,54
DLFEIrEa4js,1435137,41539,2082
DKfiK-wCgFA,41012,214,7
DJO2UCbG-W8,1148327,33560,521
DIQWyUhFh-k,87728,1079,181
DHyxlzHudoU,556810,8644,110
DGjIi9uPFa8,321743,5419,166
DDhzlkq9E54,41302,427,243
DCF6bqPzCLU,302578,12854,88
DB-9bodC0lg,794416,35928,137
DALbj2rW7CY,34100,680,38
D8wTWZDL304,1876,42,0
D4gPQDyOixQ,554294,18370,1018
D4IHCnK57HI,23269,560,5
D1jxXatBAcc,51431,1879,67
D0zYJ1RQ-fs,2629163,66216,8539
D-Y_LlZw-eI,160394,1339,259
D-NR-FOv2Lo,9725,116,5
Cznrcf5u-TY,1021635,43608,453
CzXjkqXIfJQ,3168,12,0
CxFrEOrU5Ok,3923125,121097,499
Cu78aPpxObE,332076,8426,121
CtXA9nGejCU,90032,2770,29
CsplLiZHbj0,1585280,12821,1029
CqBLTiWLs8c,19080,163,34
Cq-OnVBw_k0,198430,874,139
CpR3rI_rjtg,3533601,131398,1863
Co2FtNFEVC0,11233,28,19
Cm2_MMNTjL8,10435,355,508
ClRIafeYcfY,71101,2842,91
CjNZO1sHNyI,243190,1841,29
Cj72Yrz75CE,32932,467,8
CilD1g_wZy0,365594,5638,595
ChYwW5zLeUI,47233,288,34
Cf3YJM_TxSQ,530708,18023,380
CeUhXYmGKU4,623186,2139,48
CeSvD9riaKU,35744,616,53
Cdvy14fdjj8,309674,4018,86
CdvtzyQq6tA,67903,1681,156
CcYYinPweOQ,2091208,89646,587
CZcq9iPbjLg,206575,4852,84
CYl14aLjkg0,375983,1804,78
CYe3Oqc8smw,164929,3771,144
CXuFluhymJI,66048,962,38
CVsUMzR04Bw,98535,408,195
CV9xF8CjhJk,760083,8357,128
CV0J3Bq3BIc,967258,10818,168
CUcwwbMZfQU,334301,788,58
CPUGaL2UcrA,205452,1219,67
CPDyN-ygEIM,11136,542,176
CO0B5Vx8TDE,83895,469,7
CNx2_GDFOfo,2063493,109528,1852
CNuY4ymi4Fs,1005630,15882,1589
CM5dKrlZtT8,20731,174,8
CKdOr976h3Y,2027606,68005,497
CKWv4eQeb7M,388246,7702,94
CJTt1qksVgw,10484,71,14
CIxFSH1CrIg,328019,602,40
CHAIGKUjTAk,237063,2803,184
CFH8cYGmfFA,127347,679,47
CDv6PRi1SgQ,3587397,8332,640
CDpXhlJd6WQ,1409289,11092,265
CCkCbU0Sv5U,39558,906,26
CCfYQnOLHV0,739718,6537,225
CA56xCZGssw,234044,8848,59
C7zrsh-rQII,179429,1883,7
C7SNSWEV708,660657,2406,64
C7PMOsH3A38,222147,3584,298
C65iqOSCZOY,239628,5451,78
C5ipngkX9dY,403183,19997,210
C1sS1OehnGw,119323,1851,25
C0n5RVLeWAc,60605,1129,43
C0fQ2L1GayM,43840,413,31
C0UELKUPSqY,41413,790,41
C0MM2GLZp8c,212738,841,62
Bz9MPI3wJew,19592,249,11
Bz8BouHnX9I,488602,5943,61
ByyXZRH6gpA,429283,2231,124
Bwql4Ex_s4A,468620,19821,152
BwYBw1raC2o,2247005,22187,532
Bvv97sCcruY,820279,3238,134
BuWmelfSTHI,110748,983,48
BuVsskzMRrA,247281,3033,149
BtphytYuRlg,90247,1072,149
Br7iAWlKG5E,307950,1243,67
BquAgWVKmXI,69037,2359,43
BpbtLSJEHJQ,1163010,34404,915
Bp9yejKb-QY,188683,2232,129
BmjWsE83AmA,6178,16,3
Bmhqw0F3q-g,5313682,55640,1668
BmXxfsZPeu0,1963114,64315,1291
BjuQRIJ6BzY,106226,2994,76
BjsIYiI0VG8,45731,1409,43
BjcNRUuDk-4,36524,797,45
BiCiphrgQcw,63380,1515,94
BegO9nKUsBY,28997,171,22
BeGaHNILGZo,464372,6207,157
BdKZkhxFQXs,76296,571,246
BdEVBna2Pew,51449,739,177
BdBLDWZXFMc,24454,243,7
BcF7ZPc8kgM,870357,9533,396
BcB1Am6OMzM,23060,625,80
Bc7hkM8M16A,154536,4199,93
Bc7YUlF02go,38115,296,8
Bb9K3U8o7Tk,242882,8749,162
BX0OASFM4VE,119348,601,32
BTsW30Ur0sg,19538674,573423,14239
BTfoAULV2bw,162075,451,100
BSXn-lIs4Y0,2638035,17212,399
BQ7IAbWKmzg,7410558,152133,1492
BQ1ZN5bbChA,168808,1276,83
BNljbLTanLg,56218,758,99
BNVd_4WDz18,18513,315,20
BMUPp_hNMlM,326952,4600,219
BLrBvhzjEzU,505430,26716,126
BLdjEQQxxpw,242154,20490,609
BKD29pFoyy4,94322,906,110
BK0rbzLk0YI,483487,4075,194
BJ0W92w5WCU,87647,910,313
BHugEN5OMIs,11116,33,6
BHi-a1n8t7M,4878224,61537,1154
BGe_7WMoWzc,37619,475,58
BFtbXwnBRg8,38566,466,12
BFqF0acs4eE,1064394,16184,622
BEwrPFOSYXk,187936,3899,96
BDpqt-haLLM,64733,1747,34
BCQjNHEhTSs,279347,484,51
BCPwCAJYtAo,84672,1289,103
BC9Kk8Np9-Y,631384,9043,273
BBd9gcrj2Wk,6452286,115144,2452
BBZzniiSWdg,476364,5162,546
B66feInucFY,3419286,46640,551
B63ubKGNqos,299859,8937,246
B4j3RP6qUKE,33511,713,28
B3FnCMn1hx8,128307,2967,56
B1wp2MQCsfQ,380426,2883,85
B-yhF7IScUE,6050962,204859,4384
AyTuFZ83sP4,115774,3131,92
AwgDvHHicZQ,802669,11438,612
Aw27eMJH3H4,2414019,15634,1000
Au_wT0bOfYU,26580,102,2
AttgOTr8a38,15346,90,18
Att3njRI0So,387898,10723,144
ArdlXQ7Id5I,682577,5119,109
ArSnrLJqo8Y,21055,243,8
Apt1VR6pS8s,44438,1034,296
AoxzqI9WaxE,152089,801,341
AoXjnTHwaZw,57912,1928,69
An4HpXfpF0w,17565,168,128
AmdnhR1Ie7g,2074113,41288,715
AmPSNhlU8jw,249229,825,108
AkkMDGtXrV8,24661,490,10
AkUgf2jIPyI,1669717,20248,760
AkLT3LrlC98,164276,570,116
AjL3ZfeoLCk,108748,483,46
AjCebKn4iic,7503527,53045,2300
AiB1iv8DQcg,3607464,93371,1214
Ah9fY1pE_4I,5329,34,4
AcEjkXB1VEk,39443,839,83
AbsaUHdxGHg,482962,2576,239
Ab_rXrgk5R4,3174942,52828,2119
Ab6uyBHqo18,69636,860,35
AaxWp1uyucA,153151,1295,40
A_-aYD1WfLs,124365,1375,22
AZDPuYeQQNM,1956607,50507,2817
AXyXP27s020,86816,2950,60
AWUK2EGAJAs,25939,333,7
AU4a7HxFMuE,123369,2424,238
ATpXe4FSe_w,424072,13136,409
ATf05n5LBHQ,42515901,531188,15495
ATDhYdHbvc0,153273,1798,314
AT7PQsbOnxE,134799,2734,154
ARZHpIdUsWU,41213,316,20
AN-Wmg8ByVI,616366,13145,161
AMHFlD65hY4,476999,9619,1781
AKNdjrSobJA,29337,335,360
AK7q4XthpNs,117229,4582,167
AK0tRIYjYPk,48314,2293,85
AJ8U0X4fjVs,49200,625,11
AHG-Nhuc_yc,143326,2563,747
AGv_F9hpQ-w,2328823,39371,437
AGQCeCsTE_E,123027,4460,102
AFnI887xhBE,1819933,9642,626
AEpgVX6m9Aw,66659,1218,227
AAyDD0cniEY,11121,60,2
AA_fUqqzLiE,83971,1599,72
AA3REG2An8E,40316,787,20
A9bcFSNB25U,244244,5717,55
A6yttOfIvOw,4076023,39100,520
A6xs5H2jG7Q,37241,278,13
A6-l65FLcFs,33810,674,41
A5QBmphmLbc,4423050,116302,1398
A4fRHanSXak,210040,2426,104
A3m56kalm7Y,814606,8173,178
A2m7bPax-00,523828,3779,33
A2L0100_Yp4,438588,1355,129
A2-RmucdJoc,614503,22839,103
A1ju4Pc__CU,178497,3963,50
A18SnESIF5w,2629773,67316,447
A0CpZoa9ZS4,144078,3078,118
A-fofQ9VpPQ,2436189,17083,452
9xIZoih_DaE,389812,6917,744
9x3c8P3ooik,860640,2447,211
9wKIOTJtLdQ,195733,2028,64
9wJ-zm1aVZM,184590,611,103
9vd5qvW6uMw,445454,5143,574
9uxB5-Fu1bY,42776,358,109
9uF4XjvS_Z0,2600315,24375,650
9u9OVRvj1fo,308866,20584,201
9ro_X41hYoY,11765,213,21
9r8LG_lCbac,546393,1032,184
9q_ovPJffZw,317087,7128,120
9pdM8srihL4,100047,1544,177
9m5npgW2djk,161814,629,85
9jRGIRNs6_4,263786,2798,151
9iM7W1Dvl6Q,367552,4605,109
9hHEbK6eIwE,181000,2930,225
9glQX8SPzyw,205669,2751,139
9gDobNWmZv8,28205,607,26
9gARHWfXE40,1148184,16305,254
9fVI0hS4ZRM,287139,5840,119
9e3RkTXRQJg,18105,46,15
9e0k9X-2RIk,539194,29731,150
9du4v9_8PRA,1031375,12771,486
9dAitg7hWXw,965472,35575,128
9cTX2-Bda8o,55441,1516,36
9cC-4Q1M63E,106060,2513,112
9c3C-R18MMU,38251,714,24
9bRqe7eBqmw,429673,4280,324
9b-NCuZQ34w,161547,2218,51
9aXj7yBgnno,80308,782,74
9_OAN0PUZbI,42511,539,89
9_N3yw-kGyg,385,17,7
9_JHsiQTTmg,2651104,22719,647
9YApEwyc3E0,151727,5756,249
9XIpCpfA_JA,737644,9579,206
9Wsoxl0NzZM,129053,681,1087
9SzZTTHbj-8,255341,7553,109
9QyQO5r3lRc,31716,369,21
9Qh9AUF6EMU,1182976,1465,670
9PvIdb-tEKs,16569,512,101
9NcNUQCNfKA,72744,855,17
9MUGE2usO5I,560,59,95
9LyBGKhr034,25636,514,32
9LcOFHRiVEY,259161,9182,147
9KuXvZGihtg,156831,2698,157
9KLCdICWueE,31768,303,6
9IqsRSNFv4Y,340551,7919,389
9IUSCVH61xw,335070,3840,322
9IR8h8t4irI,45717,1164,97
9HWTZSyM93k,57852,452,18
9HVMasHN84Q,2999867,100915,1586
9GiJpYsZfhQ,151423,538,28
9FqwhW0B3tY,371774,6741,116
9F--W1BWeME,221012,3047,35
9DCkjkCR3gQ,49321,1206,12
9D2fkeGe-S4,264759,4350,61
9Ch5xBTHCyY,195963,2927,22
99ZQs62BVlg,103164,3599,898
99NaRJQzXiM,277134,1698,64
99LZwZmSoNo,2391388,9280,472
97g1QVK2Z0I,312216,5896,347
97Gh0LRdKu4,563843,12489,996
9647zPJ8Qnw,52664,828,58
95zMAqxrZlw,216675,3045,39
940MMD1Il5E,42474,331,42
909qosDbalU,497563,5936,184
9-m4gFdrQ8M,734500,5402,949
8zeTfnHg9S8,25330,615,19
8z3RrH6gAIM,198194,2084,66
8yyzNQfaQR8,4843279,26974,1779
8xVeJDwpeNo,33059,412,51
8wIbUSbtXU4,96458,349,8
8vl82FssW5k,446009,2291,184
8vV1xaLCONw,1530870,16172,1196
8uZt-uLNhOA,484568,2162,197
8uArRFr7_YY,575368,11296,1875
8sXTfzaLmiQ,1215896,27408,449
8qBvrAyggOQ,76515,2055,156
8q2-yr-Y7HY,64954,668,62
8n1NP6w5lXs,708922,7724,465
8miCh30GcGU,585293,4423,189
8mKlYrMg-w4,31169,489,88
8m76G2K19X8,82032,858,67
8kk4dsa6F5A,1128697,85431,282
8k-QoZUWCO0,30421,361,27
8i_2a7hoi2g,988585,3512,232
8hq28cZ938E,2735791,14035,505
8h5tAhXwma8,436453,1642,89
8gcUmiOlM1M,2001535,11242,789
8g58HSPQf5k,320880,7277,98
8fDDUVi2DL4,80356,2863,40
8eBVxuQeyLA,633697,18794,178
8dG7_aFQbE4,192560,4315,165
8d1VdttdReM,28265,383,27
8cZFBJ_c2og,56751,2218,51
8brYvhEg5Aw,3100709,18159,1038
8bdKvtVhQYg,45708,913,60
8_lk2GoQcNc,9196,37,6
8XvFO83LXBE,2274954,95024,948
8WSz2s-Gemc,6729418,65832,1251
8VWsau4K9FQ,56765,650,58
8U11H-3j3Ho,647250,6828,6260
8TI_KCfvSg8,51038,1304,190
8T9E7mUITgs,176872,384,92
8T9E2DBzAaI,186357,1913,434
8SuI14PAKW8,124181,697,41
8SZbVV6eVFk,679907,15452,250
8SBQHtOd-GU,51474,187,23
8R02NE050Jk,88603,348,16
8QnMmpfKWvo,108594,1050,13
8P5cUgz0coc,23102,754,14
8OVUtov5cOw,13825,122,49
8MWwXfzTcow,2130428,4159,117
8MVRWQ1PnMo,2074815,43164,2017
8LiD3i9DS_c,3260910,111621,2022
8Kr8j2YNE3Q,1857751,16611,400
8J3TQV-ngko,390022,2869,376
8IDYEYOCFjA,130421,1036,64
8F2FgO4qiDs,4508328,81294,4239
8BdhnvR7uRc,89272,702,49
89nnYSPkHaQ,108111,3361,40
86MQue2G6HY,182689,2489,33
85hdkm7CXv8,712987,24324,232
82AJDPobB4I,69402,256,61
81uxmIO_lps,625690,6855,396
81XakVhopOs,149642,693,127
810CHvSdXOo,1061805,24549,193
80dqOwAOhbo,4079179,52846,2355
80WflPMzAcw,4084617,58566,2028
7ytQVaGnSu4,143093,1243,19
7yK1qF6Groo,176740,4586,84
7y4xU2e199o,547168,24308,240
7xE2AW0BTDI,628820,15117,145
7xBlXzOwBgA,2393,100,72
7tobXqP5NXo,422937,2718,649
7tT8q0Vov8E,1607545,30835,1280
7t-ZivjczEs,1905518,12356,1330
7r5KcfN5WUo,67292,299,35
7q4PLdoy3n8,292791,1911,250
7mhfDUc9LLo,48884,981,11
7mQwpPsM11k,173263,4622,157
7mKXgwjQ2EQ,6715,91,3
7lN9_mQq2mQ,223081,3562,334
7l1_r8a6wBY,154919,6357,80
7knN2TXQPzw,706035,4993,2793
7kOTDDxRZ48,548103,19607,361
7iXwR0mFHn8,916217,4825,415
7iI61NDEFZU,24916,86,25
7hjlMqAzbBo,1181020,54123,367
7fVgX6GFGeg,21510,148,45
7ecrESKwh_Y,902750,18297,163
7bfS6seiLhk,26096080,291027,11724
7bZCAlkTdew,23141,117,11
7afc9gTbVFI,3897842,46081,1424
7aB2dQTszw4,107030,1726,68
7ZtRnIwv_FY,1091949,7768,248
7ZrYRcCO_vc,73620,428,26
7ZiAhaH7Fis,59396,303,52
7ZSwR3DoN1U,39433,75,5
7V1pQ6y4WUU,605194,11580,323
7Uynqt1JOKs,9976,364,291
7ToKkTDA-mk,124582,725,46
7TOAvJXxHrQ,63189,1036,58
7T-ZPxfIRfg,11444,130,71
7SjeO145JLc,2355984,15035,1219
7Q-gOjlLBHo,12913,211,19
7PxzSVhdj3s,321475,865,96
7PSBoIKnKsU,630419,15127,281
7Mzz1womyGk,82840,1607,159
7KZIFgBX5jo,1069142,10243,968
7HjbcEfqLws,42862,105,9
7HWcff0YEPM,726446,16347,944
7H9AaiBLHCo,4673139,71060,4263
7Gbl2AQMfxk,18624,67,26
7GP_ymLQ-FU,2701493,120197,546
7FrHgiO2Jpo,64684,1079,137
7EotTxCNtsA,423815,14764,249
7DbSyhXLTGQ,363381,2724,54
7DT6kyG7c-I,84743,1409,67
7DBKS2qH51I,989013,22668,791
7Bkz5awxwYk,51297,999,20
7BiK0rNpFxg,1401530,30666,446
7Ack835FM9c,1761452,32526,740
7A_MqggU6DI,163560,781,27
79MXsoN4xtk,94262,518,33
777wFyVDOoE,394968,1713,139
76a38ZBLTiU,17074,115,4
76MLqlrxf5M,93300,2503,246
76AuB3eZxS4,2516623,54317,727
766jtyT9GcE,236026,2440,65
760QR6Ktjeo,85572,647,16
72Y_62WaXTg,12203,60,31
71MG8_mgIyQ,425380,1401,31
718bAMt_Qrk,52233,724,34
70nqLIj6l_M,121833,910,23
70CN9XeDnf0,3410735,130748,3656
705yRfs6Dbs,6959408,89544,2129
7-jVqCg5Dcc,766,80,49
6zkIDfOsuig,32854,756,315
6ydCYwKwDro,107822,469,65
6vnKLujMDTU,179759,681,175
6uIpCL6hJRk,38951,376,12
6ttOhztkVfc,54048,314,335
6tefAUunOU0,3376940,6701,1367
6t8Chcw_FpY,102311,2455,248
6rgMOpeA5vM,40960,839,20
6qGhf-FVeWY,183827,5293,226
6pHsAgDgRHE,101997,1019,38
6kgcDH7d_VQ,46940,1283,44
6kXgLm2tGoM,170598,1306,706
6kUYAf7d200,13784,61,27
6jmTy52T4sU,101681,672,172
6j6IYN2Raac,24839,457,21
6j11cfiV7ZM,85700,1619,48
6i8vQmC8C7E,75345,378,28
6hlNVt-STn4,3112125,38680,608
6eWBmVprInQ,521833,3526,184
6eDQWYEZNYA,10389,30,7
6dOxydi3Qk0,22241,121,17
6chpmu-LMAs,42460,2050,59
6bNuKuZz_tA,73486,1327,29
6bB_XlzERp4,757950,4934,621
6b0XhByYzv4,1040067,30143,682
6Z6RcI8LJi8,24368,480,48
6Yl8eRcgzBM,92059,655,4
6XshabV0010,1171577,9423,453
6VcszNLRWPE,224665,1340,56
6R6fC-RZGJk,8669,295,0
6Oes8jmirWk,29594,169,5
6OJ37PnnM3w,26967,778,165
6Nu6bzwNBdM,46248,164,4
6NWIfiV1_XQ,360150,7930,254
6M_y99jqTgk,84981,698,61
6MUqwv02EAU,632245,11408,148
6H28ZYGcXgc,52594,1459,97
6GYHnhcH7Ns,3508473,13175,1185
6GJ9FNdqJtI,5457,121,125
6EZCBSsBxko,10956711,92941,4243
6DTTqIuiDpc,956392,29409,369
6CP6MVPRpQY,274317,2704,202
6BS27ngZtxg,6018496,32916,2062
6BBDu7itD9k,107561,1489,58
6AAnD_yU5QI,249335,1864,149
69zuxj-5d9k,102756,668,339
68hvA_vR-0Q,72391,493,37
67WFBbBpeSs,79651,248,77
66N2TTDD8X8,1469070,29702,1227
66FPUoVQ-0U,813355,91,5
62xT_UEVxl8,268761,10106,2883
61MoqCzOJyg,1482,51,19
61ITvFoN6p8,2420373,65494,758
60l8pu1o1PY,376954,14779,1638
6-kdBlzCG7w,2704846,25886,1498
5z6eK4fRdhQ,99545,1358,13
5yxjRgwYymg,1580250,15644,19816
5xpm0qEXqYs,39865,1421,121
5xUZKyPBaR0,1595450,11582,316
5wC5IO5ntwQ,109301,1360,122
5w955V6ULd4,584449,3035,15448
5w54yW2Ur50,3104434,76608,900
5uzMrUi6jIo,33837,1024,38
5tpEXBy0R0A,148212,1648,72
5teF-08EeAk,151895,1534,30
5sGN5ndb1CI,315983,10307,118
5rYwrTR0IrY,65278,2688,32
5qhIMPid6dA,28257,769,97
5pLCmLgjiJ8,1457039,18593,242
5mhDpAFnDaM,140405,1656,92
5mYrWSY6Asg,852237,2351,296
5lk-h15NRsU,138598,2200,20
5kD-6K5JHqs,92345,966,147
5jgi3CurXX4,44664,380,53
5jbSYpMnIPU,24423,537,35
5jCGlW-KKYE,339698,3333,608
5j75gM70k20,1133215,27545,742
5iQuATmEbVw,35907,721,105
5hAXVqrljbs,7605959,28220,1182
5fdnrh3C1oM,976,12,3
5f7fHHEr_NA,36859,801,14
5ct0Z2bQndM,724945,7436,575
5aE29fiatQ0,1137630,7978,8332
5_XHZz94GuI,95715,2767,145
5ZTEJdAQwW8,189967,2250,1061
5ZBOYW5uye8,2824311,37953,531
5YGhToYZ8Js,920540,8405,314
5YEVQDr2f3Q,9679710,147871,3517
5XWfTQHKucY,1298118,57548,170
5UijUOy0MmE,2246609,31335,1509
5TR-NRpkW9I,64041,800,22
5SliRIscJNI,73178,928,89
5SbB8_9RfTc,37504,343,64
5S5u4By4f8M,77108,1076,99
5RcNDuvb2XI,95893,600,50
5PXWhZun_3s,59285,615,25
5Ov03C2QDxQ,100511,1507,597
5NSMBd6Y_J0,66296,1429,37
5LMuE2NobDk,29509,941,43
5KyfBkrjCwE,52507,1198,30
5K_SpNqLwzI,117099,1142,51
5KNAl23NwME,303424,3158,95
5JuiCTz6Khw,660300,6140,229
5JYzuH_YTBU,562063,5750,320
5Igmqs_tE30,171114,1004,211
5IPyv4KgTAA,842475,5100,742
5HK_l9NHBw4,212324,4192,3325
5GcC9kduhO4,990948,5046,214
5GQJ8p5yVM0,165450,2184,117
5Foc0I0CACY,125654,1955,62
5DtGyVjECPY,233210,3404,489
5CZAmbA4SfU,895192,27311,303
59f06uYFd10,1906490,70553,382
59LibqLEgKk,80583,1830,197
57inHwYxqPY,84638,650,25
56zhXvzU-9Q,65922,393,28
55vJDZYSq0w,44295,909,59
55MbUNiH-1g,13879,284,16
55JkevB1trA,707334,13572,411
555oiY9RWM4,10703471,187290,2510
531639NS6yo,58763,859,49
52ZkFD-YlmY,602888,4082,221
52NmFUrZAN4,55537,723,92
50Z4yS5AvhM,140697,2629,243
50345D2G3J4,148051,621,288
4wdqi86ZnlA,107683,637,15
4vtSa3m7PJs,256154,1069,193
4u98XY52Rbk,301068,2261,76
4t2jLOcbZh0,14589,128,12
4s8oGDxT824,24334,604,107
4rKRvrVN-5o,114636,1092,18
4pVSmISMP7E,137770,1705,92
4pIP42wTC9A,2406,27,0
4nYxRjJg8ac,130694,1130,108
4lZTZ40MjCc,3562,16,1
4l-yByZpaaM,3597021,36533,705
4kq3HWxbDVU,211916,7424,46
4iYOQvu917I,382716,4726,191
4hZi5QaMBFc,110999,983,679
4eDTJ76lWz0,513304,5580,617
4e8xvzHW9EE,80948,1783,46
4Yw7CE9tIq8,718856,29375,228
4YBTyzBDk_o,178159,1732,106
4W23NIyNbnM,816323,2876,81
4UwQW9OCfsA,36648,635,48
4Tqrb0jd2ZA,199466,6140,205
4RlU1A_AJx4,102073,2979,108
4QYVJAR14Pk,48540,333,25
4PzDQcQ4DbA,622256,19134,224
4PeJDKIt8bs,191397,6498,62
4PNEs-LTZts,148447,1146,23
4Ok-IDylBQc,15326,250,218
4MsYD9plxn8,100140,2599,38
4MjxmT51m3Y,306982,9301,222
4LguEb0nJjs,71931,964,67
4LYiAEV_XnA,932982,6786,211
4KbiWJbMJTQ,254561,3562,100
4KFGZ60geok,6129,55,6
4Hw0JZrLOLQ,483444,3344,133
4F7eu_n-ElQ,82313,1578,23
4Dv8bhY0ahM,30398,1027,78
4BWWMbVnqC0,101155,867,32
4BRTup92NYM,994853,33559,241
4Ap2Kfr3wTM,971056,5505,103
49BSDSkZ7uU,5003,18,3
48mFNGf5gdE,184848,9692,146
48frEliYyVM,362696,5958,195
47gxqBZUVAM,118180,2329,69
45NIbw1NPJQ,169617,5563,132
447lEBXr76I,115474,3542,112
446dbFQEFJU,1897779,23353,1846
42FRgdjveGU,2075457,34065,1919
41zb3V-i92c,70253,819,87
40tpr_ZokAk,49968,1149,53
40T49kllPCM,322161,4871,212
40CXc1xRh98,309482,10298,62
4-BQ7XisntA,27813,436,37
3zeeVE6-aZ4,2035648,22745,406
3xh9XFxo2Hg,4432383,71286,1153
3xMH43r42Yw,400,82,0
3wj4ncIEDxw,1148614,9401,8793
3wIaScCz79w,181869,11895,307
3vhPz91TePk,1247,41,14
3v0eblxriQw,187236,4502,105
3ubsU7LdIK4,92943,871,73
3u9eWrGF4po,26629,225,349
3u8oKON75Tg,180184,11397,106
3tvLOV2EkRY,75334,980,48
3tXQMq967PY,1777470,25972,1166
3sxg1xXmd0I,1849527,33541,1263
3rcHuOLQIEA,156425,4787,1066
3kgLo8vudXg,201015,1023,1538
3kKTFAEQgSY,1026721,2264,161
3kBhnkHF1zY,146329,2299,57
3jI9Kp-aQRA,91602,1152,94
3i8Ds2nVVXE,329624,14744,265
3gax3tMYU4I,607282,4301,87
3fc9-Z9KEsg,4851,11,3
3dulqbxbCjc,173826,3413,85
3a_gJnBf1So,24328,381,18
3a0Ej7S7heA,1058751,15177,599
3_tzYbvdoa4,42456,747,52
3Xz9GWQjnK8,38478,1060,1096
3Xjc_gdGQvw,11965,273,14
3UI23cmWRpA,51719,498,21
3Sy7RofBmrs,16749542,215517,9699
3NZCWPuTsy0,65008,389,18
3NXhUW4IAHg,143887,6605,190
3NORplbqTLg,1222897,47574,329
3GPEKKaSmZY,657521,2321,47
3E_fT0aTsjI,5873036,32374,1442
3DwDgIHWWio,224347,2464,67
3CoGLnC-yyI,62606,1536,491
3BQerHn0yy4,1818939,62152,440
3A9oHiOhye4,81849,1744,36
39M5IEIKa4o,187417,10943,117
394GAZp7l_A,120849,586,12
38AOSRoPhrE,229124,13573,92
34ClfQttSLA,207813,1873,170
340hErriHlg,832617,51250,725
33dztfqRu_k,762211,3055,165
33WLD8gy0rk,1547,44,13
33MnSMIctvk,102459,615,87
2zOySI2NGfo,476393,7720,233
2z3q-tsVXvU,78366,3346,22
2yzWbB6jn0s,288796,6516,105
2xb9Ty-1frw,11790911,59113,2528
2xZ8pLRTJUA,615624,35306,293
2vwY1bN6bx8,91410,1072,26
2vPjWGAVwpo,110733,1296,114
2vCIPWQXjec,27829,175,12
2pe5KoJTLY0,69249,1489,38
2oKbs4jAf7M,687432,12606,301
2oEiHKbO3qw,15964,81,2
2jQAOTrWnfY,29711,701,59
2hQlWatp9UU,86712,1810,10
2hOdjy3Ingk,7409,240,8
